,name,number_functions,r2,aic,bic,power_dev,duv,model
0,pearson_vii,1,0.995553004584,-7386.01302908,-7369.84249774,0.026,4.04357441489,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.013292736072368805 +/- 6.06e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.79429175351328 +/- 0.038, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=9.0314018349112342 +/- 0.065, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=1.4791051618391127 +/- 0.0375, bounds=[1e-15:100]>)])"
1,sigmoid_double_asymm,1,0.993308437415,-7212.99534587,-7192.7821817,-0.045,8.86840227286,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.044493523622597286 +/- 0.0152, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=447.80845272895664 +/- 1.14, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=1.0000004183406106 +/- 8.83, bounds=[1:300]>), ('m0_s1', <Parameter 'm0_s1', value=7.2970232822957124 +/- 0.299, bounds=[1e-15:100]>), ('m0_s2', <Parameter 'm0_s2', value=4.4909186264728236 +/- 0.0867, bounds=[1e-15:100]>)])"
2,gaussian_split,1,0.98319475281,-6826.30932096,-6810.13878962,-0.078,14.2746330561,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.56289478085824285 +/- 0.0042, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=449.86240081992992 +/- 0.203, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=8.1402727254659126 +/- 0.18, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=10.276715685658147 +/- 0.188, bounds=[1:300]>)])"
3,Lognormal,1,-0.101308126634,-5066.44200353,-5054.31410503,-1.0,,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.0010000000000020002, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.0, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=9.9999999999999947, bounds=[1:300]>), ('m0_height', <Parameter 'm0_height', value=7.6404212627006295e-179, bounds=[-inf:inf], expr='m0_amplitude/max(1e-15, (m0_sigma*sqrt(2*pi)))*exp(m0_sigma**2/2-m0_center)'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=1.3076617583111681e+157, bounds=[-inf:inf], expr='exp(m0_center-m0_sigma**2+m0_sigma*sqrt(2*log(2)))-exp(m0_center-m0_sigma**2-m0_sigma*sqrt(2*log(2)))'>)])"
4,lorentzian_sec_ord,1,0.994453146316,-7293.96272657,-7281.83482807,-0.013,6.93168909103,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.013006051385889728 +/- 5.93e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.81951916106414 +/- 0.0434, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=14.76308876297596 +/- 0.0868, bounds=[1:300]>)])"
5,SkewedGaussian,1,0.985305983307,-6882.82890234,-6866.65837101,-0.073,12.307190214,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.28304124664732078 +/- 0.00199, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=443.07452224343655 +/- 0.216, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=12.990864560672618 +/- 0.242, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=1.6781688234812009 +/- 0.0957, bounds=[-100:100]>)])"
6,logistic_power_peak,1,0.994207951991,-7274.76072132,-7258.59018998,-0.04,7.61166682988,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.012772781948395706 +/- 5.86e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.14368038084484 +/- 0.0674, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=4.7766172808301643 +/- 0.0614, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=1.6654819341069413 +/- 0.0477, bounds=[0.001:100]>)])"
7,Lorentzian,1,0.991452374858,-7111.91280354,-7099.78490504,0.118,35.0611684695,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.35421683419956207 +/- 0.00217, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.7564959732066 +/- 0.05, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=8.166101755010708 +/- 0.0707, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=16.332203510021415 +/- 0.141, bounds=[-inf:inf], expr='2.0000000*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=0.013807166314477468 +/- 8.45e-05, bounds=[-inf:inf], expr='0.3183099*m0_amplitude/max(1e-15, m0_sigma)'>)])"
8,pearson_vii_split,1,0.997685538022,-7658.97172224,-7634.71592524,0.032,18.5907335444,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.013275661395074523 +/- 4.36e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.36250419873113 +/- 0.0836, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=8.6371651704581218 +/- 0.106, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=9.5086327933230148 +/- 0.109, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=1.8392184540649292 +/- 0.0745, bounds=[1e-15:100]>), ('m0_sr', <Parameter 'm0_sr', value=1.2899077691360017 +/- 0.0325, bounds=[1e-15:100]>)])"
9,ExponentialGaussian,1,0.989037038426,-7006.14734734,-6989.976816,-0.054,6.37261290903,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.28884367712313608 +/- 0.00187, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=444.71788096173606 +/- 0.139, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=6.8394225565019333 +/- 0.11, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=0.12317569534774009 +/- 0.00371, bounds=[-100:100]>)])"
10,Moffat,1,0.995553004577,-7386.01302845,-7369.84249712,0.026,4.04293712935,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.013292687160605277 +/- 6.06e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.7943183703791 +/- 0.038, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=11.681178176246602 +/- 0.247, bounds=[1:300]>), ('m0_beta', <Parameter 'm0_beta', value=1.4791323560514391 +/- 0.0375, bounds=[1e-15:100]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=18.062948331363202 +/- 0.13, bounds=[-inf:inf], expr='2*m0_sigma*sqrt(2**(1.0/max(1e-3, m0_beta))-1)'>), ('m0_height', <Parameter 'm0_height', value=0.013292687160605277 +/- 6.06e-05, bounds=[-inf:inf], expr='m0_amplitude'>)])"
