,name,number_functions,r2,aic,bic,power_dev,duv,model
0,gaussian_split,1,-0.0849909464423,-4900.48678292,-4884.31625159,-1.0,566.749091944,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=3.3827327345804204e-05 +/- 0.03, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=446.2092039409535 +/- 1.85e+04, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=17.966431639676738 +/- 2.17e+04, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=9.5486968949674278 +/- 1.65e+04, bounds=[1:300]>)])"
1,pearson_vii,1,-0.0849909512376,-4900.48678106,-4884.31624973,-1.0,564.25641506,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=2.7156685910031618e-06 +/- 0.00153, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.16699359067007 +/- 285, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=1.0635879152502723 +/- 623, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=15.15760169613314 +/- 1.16e+05, bounds=[1e-15:100]>)])"
2,SkewedGaussian,1,-0.084990948267,-4900.48678221,-4884.31625088,-1.0,,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.00025489226894814891, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=782.64413060573725, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=10.039469945779027, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=95.584607894071866, bounds=[-100:100]>)])"
3,Gaussian,1,-0.0823952764276,-4902.4867821,-4890.3588836,-1.0,563.713121732,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=2.2887700130592404e-05 +/- 0.0127, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=446.03009673022643 +/- 3.73e+03, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=11.540409030960104 +/- 4.05e+03, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=27.175585994285473 +/- 9.53e+03, bounds=[-inf:inf], expr='2.3548200*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=7.912086744337165e-07 +/- 0.000358, bounds=[-inf:inf], expr='0.3989423*m0_amplitude/max(1e-15, m0_sigma)'>)])"
4,logistic_asymm_peak,1,-0.084990945441,-4900.48678331,-4884.31625197,-1.0,570.652664474,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=2.6782446360753546e-07 +/- 0.00068, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.25090728614856 +/- 3.85e+04, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=17.528807414353796 +/- 1.37e+04, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=1.0229586153991566 +/- 2.91e+03, bounds=[1e-15:100]>)])"
5,SplitLorentzian,1,0.993496655174,-7054.74811438,-7038.57758305,0.147,57.5693238552,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.39409916589945404 +/- 0.00212, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=634.1560805528497 +/- 0.0676, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=8.434156637829728 +/- 0.0931, bounds=[1:300]>), ('m0_sigma_r', <Parameter 'm0_sigma_r', value=5.238226061592075 +/- 0.0785, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=13.672382699421803 +/- 0.104, bounds=[-inf:inf], expr='m0_sigma+m0_sigma_r'>), ('m0_height', <Parameter 'm0_height', value=0.018350226371984156 +/- 9.87e-05, bounds=[-inf:inf], expr='2*m0_amplitude/3.1415927/max(0.0000000, (m0_sigma+m0_sigma_r))'>)])"
6,lorentzian_sec_ord,1,-0.082395205047,-4902.48680987,-4890.35891136,-1.0,542.208412159,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=9.4267737604871718e-07 +/- 0.000582, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=449.30334554931369 +/- 3.35e+03, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=25.467075794734885 +/- 8.8e+03, bounds=[1:300]>)])"
7,Lorentzian,1,0.985437990028,-6716.37186322,-6704.24396472,0.14,38.7474549065,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.39248313066194795 +/- 0.00317, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=632.6891285767117 +/- 0.0552, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=6.831885930435083 +/- 0.0781, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=13.663771860870167 +/- 0.156, bounds=[-inf:inf], expr='2.0000000*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=0.018286497658888082 +/- 0.000148, bounds=[-inf:inf], expr='0.3183099*m0_amplitude/max(1e-15, m0_sigma)'>)])"
8,pearson_vii_split,1,-0.065996008136,-4905.94655323,-4881.69075623,-0.838,332.809490632,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.00026508158861393653 +/- 0.00188, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=460.05297070745183 +/- 547, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=33.681257514706353 +/- 476, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=1.0271784638029744 +/- 4.94e+03, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=0.36614805858493182 +/- 8.67, bounds=[1e-15:100]>), ('m0_sr', <Parameter 'm0_sr', value=0.00099800370249136881 +/- 0.642, bounds=[1e-15:100]>)])"
9,StudentsT,1,-0.0823952771085,-4902.48678184,-4890.35888334,-1.0,564.318845401,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=3.945791339111349e-06 +/- 0.00394, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.07802877637135 +/- 525, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=30.744311363813946 +/- 2.86e+05, bounds=[1:300]>), ('m0_height', <Parameter 'm0_height', value=1.5613968547104279e-06 +/- 0.00148, bounds=[-inf:inf], expr='m0_amplitude*gamfcn((m0_sigma+1)/2)/(sqrt(m0_sigma*pi)*gamfcn(m0_sigma/2))'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=2.3429654702911082 +/- 111, bounds=[-inf:inf], expr='2*sqrt(2**(2/(m0_sigma+1))*m0_sigma-m0_sigma)'>)])"
