,name,number_functions,r2,aic,bic,power_dev,duv,model
10,SplitLorentzian+SplitLorentzian,2,0.771778228047,-6496.57379895,-6464.23273628,0.024,32.0376352267,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.11794861464893935 +/- 0.0195, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=644.4141431962148 +/- 1.65, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=6.02499981994741 +/- 1.86, bounds=[1:300]>), ('m0_sigma_r', <Parameter 'm0_sigma_r', value=28.997169213295276 +/- 6.82, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=35.02216903324268 +/- 6.7, bounds=[-inf:inf], expr='m0_sigma+m0_sigma_r'>), ('m0_height', <Parameter 'm0_height', value=0.002144025375137043 +/- 0.00016, bounds=[-inf:inf], expr='2*m0_amplitude/3.1415927/max(0.0000000, (m0_sigma+m0_sigma_r))'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.6130531774046776 +/- 0.0303, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=663.0718337275125 +/- 5.01, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=229.81812407778045 +/- 19.4, bounds=[1:300]>), ('m1_sigma_r', <Parameter 'm1_sigma_r', value=23.173774463549403 +/- 5.76, bounds=[1:300]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=252.99189854132985 +/- 20, bounds=[-inf:inf], expr='m1_sigma+m1_sigma_r'>), ('m1_height', <Parameter 'm1_height', value=0.0015426650842705343 +/- 8.31e-05, bounds=[-inf:inf], expr='2*m1_amplitude/3.1415927/max(0.0000000, (m1_sigma+m1_sigma_r))'>)])"
11,Voigt+Voigt,2,0.849449812369,-6673.68496228,-6649.42916528,0.018,16.9697066572,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.21675208607731078 +/- 0.00798, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=655.5532442372269 +/- 0.62, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=13.972756511758266 +/- 0.521, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=13.972756511758266 +/- 0.521, bounds=[-inf:inf], expr='m0_sigma'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=50.319957215477359 +/- 1.14, bounds=[-inf:inf], expr='1.0692*m0_gamma+sqrt(0.8664*m0_gamma**2+5.545083*m0_sigma**2)'>), ('m0_height', <Parameter 'm0_height', value=0.0032375982432969333 +/- 8.28e-05, bounds=[-inf:inf], expr='(m0_amplitude/(max(1e-15, m0_sigma*sqrt(2*pi))))*wofz((1j*m0_gamma)/(max(1e-15, m0_sigma*sqrt(2)))).real'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.32088569947393386 +/- 0.0134, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=518.2576135728671 +/- 2.8, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=45.11370635576603 +/- 2.34, bounds=[1:300]>), ('m1_gamma', <Parameter 'm1_gamma', value=45.11370635576603 +/- 2.34, bounds=[-inf:inf], expr='m1_sigma'>), ('m1_fwhm', <Parameter 'm1_fwhm', value=162.46756835298879 +/- 5.12, bounds=[-inf:inf], expr='1.0692*m1_gamma+sqrt(0.8664*m1_gamma**2+5.545083*m1_sigma**2)'>), ('m1_height', <Parameter 'm1_height', value=0.001484511667880729 +/- 3.78e-05, bounds=[-inf:inf], expr='(m1_amplitude/(max(1e-15, m1_sigma*sqrt(2*pi))))*wofz((1j*m1_gamma)/(max(1e-15, m1_sigma*sqrt(2)))).real'>)])"
12,sigmoid_double_asymm+sigmoid_double_asymm,2,0.600177458579,-6258.56154528,-6218.13521694,-0.011,13.4700963987,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.00039066285415045946, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=588.3235663988844, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=298.10121033657703, bounds=[1:300]>), ('m0_s1', <Parameter 'm0_s1', value=0.0023082477815915556, bounds=[1e-15:100]>), ('m0_s2', <Parameter 'm0_s2', value=0.55813322608910909, bounds=[1e-15:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.0012900666548641979, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=564.53161086568969, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=269.27029146744201, bounds=[1:300]>), ('m1_s1', <Parameter 'm1_s1', value=5.2079529329823968, bounds=[1e-15:100]>), ('m1_s2', <Parameter 'm1_s2', value=3.4526778639120188, bounds=[1e-15:100]>)])"
13,pearson_vii_split+pearson_vii_split,2,0.91974725835,-6932.67379607,-6884.16220207,0.007,6.06585188063,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.003028849112847066 +/- 0.000105, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=646.60305565952081 +/- 1.25, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=12.470002245633349 +/- 1.59, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=33.19067534999418 +/- 1.75, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=0.77941940341719296 +/- 0.191, bounds=[1e-15:100]>), ('m0_sr', <Parameter 'm0_sr', value=12.055041589761052 +/- 23.4, bounds=[1e-15:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.0014938675360075546 +/- 4.26e-05, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=442.89710864288764 +/- 2.72, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=10.319844006617512 +/- 3.13, bounds=[1:300]>), ('m1_sigmar', <Parameter 'm1_sigmar', value=179.94639297428537 +/- 11.5, bounds=[1:300]>), ('m1_s', <Parameter 'm1_s', value=2.6352632648943564 +/- 3.53, bounds=[1e-15:100]>), ('m1_sr', <Parameter 'm1_sr', value=99.999963649703588 +/- 6.75e+03, bounds=[1e-15:100]>)])"
14,PseudoVoigt+PseudoVoigt,2,0.355195382451,-6059.31077433,-6026.96971166,0.018,51.594671079,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.01687819611662189 +/- 0.0112, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=448.79866098309714 +/- 1.14, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=5.324935888003115 +/- 1.56, bounds=[1:300]>), ('m0_fraction', <Parameter 'm0_fraction', value=3.21841452385562e-08 +/- 0.615, bounds=[1e-15:100]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=10.64987177600623 +/- 3.11, bounds=[-inf:inf], expr='2.0000000*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=0.0014888448235017911 +/- 0.00144, bounds=[-inf:inf], expr='(((1-m0_fraction)*m0_amplitude)/max(1e-15, (m0_sigma*sqrt(pi/log(2))))+(m0_fraction*m0_amplitude)/max(1e-15, (pi*m0_sigma)))'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=1.305429699464451 +/- 0.0534, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=450.97946363808074 +/- 3.18, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=82.29210243679431 +/- 2.63, bounds=[1:300]>), ('m1_fraction', <Parameter 'm1_fraction', value=2.553183775098839 +/- 0.0393, bounds=[1e-15:100]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=164.58420487358862 +/- 5.27, bounds=[-inf:inf], expr='2.0000000*m1_sigma'>), ('m1_height', <Parameter 'm1_height', value=0.0013189479030892553 +/- 0.000104, bounds=[-inf:inf], expr='(((1-m1_fraction)*m1_amplitude)/max(1e-15, (m1_sigma*sqrt(pi/log(2))))+(m1_fraction*m1_amplitude)/max(1e-15, (pi*m1_sigma)))'>)])"
15,StudentsT+StudentsT,2,-1.30853367239,-5524.32493367,-5500.06913667,-0.945,421.408085207,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.012680482132572002, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=451.55587646105585, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=1.0000010731975535, bounds=[1:300]>), ('m0_height', <Parameter 'm0_height', value=0.0040363236610434288, bounds=[-inf:inf], expr='m0_amplitude*gamfcn((m0_sigma+1)/2)/(sqrt(m0_sigma*pi)*gamfcn(m0_sigma/2))'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=2.0000003293134072, bounds=[-inf:inf], expr='2*sqrt(2**(2/(m0_sigma+1))*m0_sigma-m0_sigma)'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.013307909733368706, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=447.39893335534208, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=1.0000000000004978, bounds=[1:300]>), ('m1_height', <Parameter 'm1_height', value=0.00423603923257316, bounds=[-inf:inf], expr='m1_amplitude*gamfcn((m1_sigma+1)/2)/(sqrt(m1_sigma*pi)*gamfcn(m1_sigma/2))'>), ('m1_fwhm', <Parameter 'm1_fwhm', value=2.0000000000001528, bounds=[-inf:inf], expr='2*sqrt(2**(2/(m1_sigma+1))*m1_sigma-m1_sigma)'>)])"
16,ExponentialGaussian+ExponentialGaussian,2,0.313667430963,-6033.03407937,-6000.69301671,0.001,21.1579849981,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.56783399181221206 +/- 828, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=437.72201448022469 +/- 14.1, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=2.5978278426821717 +/- 6.26, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=0.0016519849401106512 +/- 2.41, bounds=[-100:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.50570587348987106 +/- 827, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=425.95346729592154 +/- 128, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=6.5454505225894097 +/- 42.6, bounds=[1:300]>), ('m1_gamma', <Parameter 'm1_gamma', value=0.0016574146174122006 +/- 2.75, bounds=[-100:100]>)])"
17,logistic_asymm_peak+logistic_asymm_peak,2,-0.528812528015,-5695.86179632,-5663.52073365,-0.504,62.1067132388,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=1.753022274063416 +/- 38.2, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=484.11285159352349 +/- 34.4, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=4.1287231236211062 +/- 7.23, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=18.639365947871845 +/- 24.9, bounds=[1e-15:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.01921666971260827 +/- 0.186, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=799.99999961810579 +/- 27, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=26.606504186734689 +/- 22.3, bounds=[1:300]>), ('m1_s', <Parameter 'm1_s', value=44.199202828484843 +/- 38, bounds=[1e-15:100]>)])"
18,Pearson7+Pearson7,2,0.637882305294,-6302.21854176,-6269.87747909,-0.018,51.3262908181,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=73.632685188489305, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=707.19807361793096, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=47.643409061598781, bounds=[1:300]>), ('m0_expon', <Parameter 'm0_expon', value=0.49530066257663752, bounds=[1e-15:100]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=166.49198603559816, bounds=[-inf:inf], expr='sqrt(2**(1/m0_expon)-1)*2*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=1.3172757195091611e+17, bounds=[-inf:inf], expr='m0_amplitude * gamfcn(m0_expon)/max(1e-15, (gamfcn(0.5)*gamfcn(m0_expon-0.5)*m0_sigma))'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=99.999999962746287, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=684.22909114995855, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=57.231723907628982, bounds=[1:300]>), ('m1_expon', <Parameter 'm1_expon', value=0.50496282811438686, bounds=[1e-15:100]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=196.45979443050149, bounds=[-inf:inf], expr='sqrt(2**(1/m1_expon)-1)*2*m1_sigma'>), ('m1_height', <Parameter 'm1_height', value=0.0086123556162355803, bounds=[-inf:inf], expr='m1_amplitude * gamfcn(m1_expon)/max(1e-15, (gamfcn(0.5)*gamfcn(m1_expon-0.5)*m1_sigma))'>)])"
0,logistic_asymm_peak+logistic_asymm_peak+logistic_asymm_peak,3,-1.52147802999,-5481.31014316,-5432.79854916,-1.0,465.807138926,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=5.6491587401081578, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=793.01641072661516, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=288.13714247216063, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=93.833332674759134, bounds=[1e-15:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=5.6491587401079526, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=793.01641072658617, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=288.13714247216063, bounds=[1:300]>), ('m1_s', <Parameter 'm1_s', value=93.833332674764605, bounds=[1e-15:100]>), ('m2_amplitude', <Parameter 'm2_amplitude', value=21.740056569158185, bounds=[1e-15:100]>), ('m2_center', <Parameter 'm2_center', value=647.74487983364122, bounds=[400:800]>), ('m2_sigma', <Parameter 'm2_sigma', value=187.6237396683928, bounds=[1:300]>), ('m2_s', <Parameter 'm2_s', value=61.328014093540681, bounds=[1e-15:100]>)])"
1,lorentzian_sec_ord+lorentzian_sec_ord+lorentzian_sec_ord,3,0.856112498542,-6689.79584765,-6653.41215215,0.018,19.4725576288,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.0024523481222736851 +/- 0.000927, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=648.88811626624863 +/- 2.37, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=25.195276137062912 +/- 4.97, bounds=[1:300]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.001401332959073299 +/- 0.000716, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=672.04504443729604 +/- 12.3, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=40.190422378059452 +/- 8.32, bounds=[1:300]>), ('m2_amplitude', <Parameter 'm2_amplitude', value=0.0015482904754514646 +/- 4.26e-05, bounds=[1e-15:100]>), ('m2_center', <Parameter 'm2_center', value=524.56865381011858 +/- 3.13, bounds=[400:800]>), ('m2_sigma', <Parameter 'm2_sigma', value=131.28693638818712 +/- 7.03, bounds=[1:300]>)])"
