,name,number_functions,r2,aic,bic,power_dev,duv,model
0,lorentzian_sec_ord+lorentzian_sec_ord,2,0.991611542785,-8132.8650239,-8108.6092269,0.012,3.62480915512,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.0019426869264215227 +/- 3.05e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=632.02218423449824 +/- 0.739, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=80.788231828888811 +/- 1.09, bounds=[1:300]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.00068645769166864122 +/- 2.61e-05, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=543.23593515897664 +/- 2.71, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=94.428560879716969 +/- 3.36, bounds=[1:300]>)])"
1,pearson_vii+pearson_vii,2,0.993180152784,-8218.05407509,-8185.71301242,0.004,2.80623148027,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.00070151946947139075 +/- 3.61e-05, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=546.00247648676748 +/- 5.8, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=72.528105929073661 +/- 3.42, bounds=[1:300]>), ('m0_s', <Parameter 'm0_s', value=99.999999955673644 +/- 46.8, bounds=[1e-15:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.0018422814363548987 +/- 6.83e-05, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=634.21069043050579 +/- 1.03, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=53.851274537399568 +/- 0.777, bounds=[1:300]>), ('m1_s', <Parameter 'm1_s', value=2.8735682191140763 +/- 0.301, bounds=[1e-15:100]>)])"
2,Lorentzian+Lorentzian,2,0.952757529528,-7405.19318737,-7380.93739037,0.036,13.9137773448,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.4295350395370333 +/- 0.0476, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=618.1461479164636 +/- 0.956, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=63.52017473947481 +/- 3.63, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=127.04034947894962 +/- 7.26, bounds=[-inf:inf], expr='2.0000000*m0_sigma'>), ('m0_height', <Parameter 'm0_height', value=0.0021524697632256478 +/- 0.000123, bounds=[-inf:inf], expr='0.3183099*m0_amplitude/max(1e-15, m0_sigma)'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=1.4429510464344367e-07 +/- 0.117, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=741.0093600317103 +/- 3.7e+08, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=299.7868676497435 +/- 3.67e+08, bounds=[1:300]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=599.573735299487 +/- 7.34e+08, bounds=[-inf:inf], expr='2.0000000*m1_sigma'>), ('m1_height', <Parameter 'm1_height', value=1.5321071496436306e-10 +/- 7.7e-05, bounds=[-inf:inf], expr='0.3183099*m1_amplitude/max(1e-15, m1_sigma)'>)])"
3,Lognormal+Lognormal,2,-1.33835738636,-5762.48878096,-5738.23298396,-1.0,,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.0010000000000020002, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=450.0, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=9.9999999999999947, bounds=[1:300]>), ('m0_height', <Parameter 'm0_height', value=7.6404212627006295e-179, bounds=[-inf:inf], expr='m0_amplitude/max(1e-15, (m0_sigma*sqrt(2*pi)))*exp(m0_sigma**2/2-m0_center)'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=1.3076617583111681e+157, bounds=[-inf:inf], expr='exp(m0_center-m0_sigma**2+m0_sigma*sqrt(2*log(2)))-exp(m0_center-m0_sigma**2-m0_sigma*sqrt(2*log(2)))'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.0010000000000020002, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=450.0, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=9.9999999999999947, bounds=[1:300]>), ('m1_height', <Parameter 'm1_height', value=7.6404212627006295e-179, bounds=[-inf:inf], expr='m1_amplitude/max(1e-15, (m1_sigma*sqrt(2*pi)))*exp(m1_sigma**2/2-m1_center)'>), ('m1_fwhm', <Parameter 'm1_fwhm', value=1.3076617583111681e+157, bounds=[-inf:inf], expr='exp(m1_center-m1_sigma**2+m1_sigma*sqrt(2*log(2)))-exp(m1_center-m1_sigma**2-m1_sigma*sqrt(2*log(2)))'>)])"
4,SplitLorentzian+SplitLorentzian,2,0.969984255891,-7594.18049916,-7561.83943649,0.044,9.95669786298,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=9.9623597157537944e-09, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=420.20395829719291, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=299.99475812236619, bounds=[1:300]>), ('m0_sigma_r', <Parameter 'm0_sigma_r', value=299.6528374821105, bounds=[1:300]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=599.64759560447669, bounds=[-inf:inf], expr='m0_sigma+m0_sigma_r'>), ('m0_height', <Parameter 'm0_height', value=1.0576603870813635e-11, bounds=[-inf:inf], expr='2*m0_amplitude/3.1415927/max(0.0000000, (m0_sigma+m0_sigma_r))'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.42665315722545494, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=632.68247744849123, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=78.678308458746827, bounds=[1:300]>), ('m1_sigma_r', <Parameter 'm1_sigma_r', value=46.268993194190017, bounds=[1:300]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=124.94730165293684, bounds=[-inf:inf], expr='m1_sigma+m1_sigma_r'>), ('m1_height', <Parameter 'm1_height', value=0.0021738431180747387, bounds=[-inf:inf], expr='2*m1_amplitude/3.1415927/max(0.0000000, (m1_sigma+m1_sigma_r))'>)])"
5,Moffat+Moffat,2,-0.0145278695394,-6112.06827795,-6079.72721528,-0.002,81.8102452437,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.00039605316550883699, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=452.14392949566826, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=5.2914308594500188, bounds=[1:300]>), ('m0_beta', <Parameter 'm0_beta', value=1.7940101847696279e-12, bounds=[1e-15:100]>), ('m0_fwhm', <Parameter 'm0_fwhm', value=3.4641840155311003e+151, bounds=[-inf:inf], expr='2*m0_sigma*sqrt(2**(1.0/max(1e-3, m0_beta))-1)'>), ('m0_height', <Parameter 'm0_height', value=0.00039605316550883699, bounds=[-inf:inf], expr='m0_amplitude'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.0003960531683010479, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=452.14392936516418, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=5.2914307514330066, bounds=[1:300]>), ('m1_beta', <Parameter 'm1_beta', value=1.84397022087776e-12, bounds=[1e-15:100]>), ('m1_fwhm', <Parameter 'm1_fwhm', value=3.4641839448147256e+151, bounds=[-inf:inf], expr='2*m1_sigma*sqrt(2**(1.0/max(1e-3, m1_beta))-1)'>), ('m1_height', <Parameter 'm1_height', value=0.0003960531683010479, bounds=[-inf:inf], expr='m1_amplitude'>)])"
6,SkewedGaussian+SkewedGaussian,2,0.993388628873,-8231.12444306,-8198.78338039,0.004,3.29412690888,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.2483936888476822 +/- 0.00946, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=588.00666067962777 +/- 1.88e+03, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=76.457002604831942 +/- 87.7, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=0.058518948647147795 +/- 30.8, bounds=[-100:100]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.088452960387514934 +/- 0.00918, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=608.24087407454238 +/- 1.54, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=49.9445793492687 +/- 2.72, bounds=[1:300]>), ('m1_gamma', <Parameter 'm1_gamma', value=1.6535980619237307 +/- 0.209, bounds=[-100:100]>)])"
7,SkewedVoigt+SkewedVoigt,2,0.993372834964,-8230.11991521,-8197.77885254,0.004,3.31383533844,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.24512427300516049 +/- 0.00982, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=567.05246922848312 +/- 41.1, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=79.082356122281723 +/- 12.1, bounds=[1:300]>), ('m0_skew', <Parameter 'm0_skew', value=0.39396840369271369 +/- 0.709, bounds=[1e-15:100]>), ('m0_gamma', <Parameter 'm0_gamma', value=1 (fixed), bounds=[1e-15:10]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.092828145570495901 +/- 0.00941, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=608.10581496403199 +/- 1.54, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=50.152400049501104 +/- 2.76, bounds=[1:300]>), ('m1_skew', <Parameter 'm1_skew', value=1.6388526048725993 +/- 0.207, bounds=[1e-15:100]>), ('m1_gamma', <Parameter 'm1_gamma', value=1 (fixed), bounds=[1e-15:10]>)])"
8,Voigt+Voigt,2,0.963161686579,-7509.91898217,-7485.66318517,0.015,9.9632342833,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.3891146462500782 +/- 0.00865, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=616.0602419518491 +/- 0.608, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=39.677636183879486 +/- 0.691, bounds=[1:300]>), ('m0_gamma', <Parameter 'm0_gamma', value=39.677636183879486 +/- 0.691, bounds=[-inf:inf], expr='m0_sigma'>), ('m0_fwhm', <Parameter 'm0_fwhm', value=142.89069973444001 +/- 1.51, bounds=[-inf:inf], expr='1.0692*m0_gamma+sqrt(0.8664*m0_gamma**2+5.545083*m0_sigma**2)'>), ('m0_height', <Parameter 'm0_height', value=0.0020467912322807819 +/- 3.17e-05, bounds=[-inf:inf], expr='(m0_amplitude/(max(1e-15, m0_sigma*sqrt(2*pi))))*wofz((1j*m0_gamma)/(max(1e-15, m0_sigma*sqrt(2)))).real'>), ('m1_amplitude', <Parameter 'm1_amplitude', value=2.899690495715984e-10 +/- 0.00849, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=672.2168841586899 +/- 3.1e+09, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=298.9360917942653 +/- 2e+08, bounds=[1:300]>), ('m1_gamma', <Parameter 'm1_gamma', value=298.9360917942653 +/- 2e+08, bounds=[-inf:inf], expr='m1_sigma'>), ('m1_fwhm', <Parameter 'm1_fwhm', value=1076.5557487952367 +/- 4.38e+08, bounds=[-inf:inf], expr='1.0692*m1_gamma+sqrt(0.8664*m1_gamma**2+5.545083*m1_sigma**2)'>), ('m1_height', <Parameter 'm1_height', value=2.0244872857611947e-13 +/- 5.92e-06, bounds=[-inf:inf], expr='(m1_amplitude/(max(1e-15, m1_sigma*sqrt(2*pi))))*wofz((1j*m1_gamma)/(max(1e-15, m1_sigma*sqrt(2)))).real'>)])"
9,gaussian_split+gaussian_split,2,0.993243347992,-8221.97340273,-8189.63234006,0.004,3.06122777853,"Parameters([('m0_amplitude', <Parameter 'm0_amplitude', value=0.45924657353874732 +/- 0.0351, bounds=[1e-15:100]>), ('m0_center', <Parameter 'm0_center', value=606.45661448048668 +/- 4.62, bounds=[400:800]>), ('m0_sigma', <Parameter 'm0_sigma', value=82.642780612076308 +/- 2.06, bounds=[1:300]>), ('m0_sigmar', <Parameter 'm0_sigmar', value=45.750794929888798 +/- 5.08, bounds=[1:300]>), ('m1_amplitude', <Parameter 'm1_amplitude', value=0.21316830846604506 +/- 0.0344, bounds=[1e-15:100]>), ('m1_center', <Parameter 'm1_center', value=642.97101016072213 +/- 5.5, bounds=[400:800]>), ('m1_sigma', <Parameter 'm1_sigma', value=32.30186880204915 +/- 2.74, bounds=[1:300]>), ('m1_sigmar', <Parameter 'm1_sigmar', value=55.790662603970077 +/- 4.39, bounds=[1:300]>)])"
